LOINC_NUM,text_representation
66767-5,"vanillylmandelate/bodywegh in [mols/kg/im] 24 our 3-methyl,4-hydroxy mandelate urine"
66767-5,vma/bw 24h ur-relsrat
66767-5,ur-relsrat 24h vma/bw
66767-5,quan vma/bw 24h ur-elsrat
66767-5,vanillylmandelate/body weight (24h u) [relative moles/time]
66767-5,(24h weight vanillylmandelate/body u) [relative moles/time]
66767-5,vanillylmandelate/ody eght (24h u) [relative oles/time]
40585-2,drugs identified in specimen by confirmatory method
40585-2,drugsidentiied inspecimen confirmatory by ethod point in time
40585-2,drugs nominal identified in specimen by confirmatory method
40585-2,drugs spec cfm
40585-2,spec drugs cfm
40585-2,drugs spec cfm
40585-2,drugs identified confirm nom (specimen)
40585-2,drugs identified confirmo(specimen)
40585-2,nom identified confirm lc/ms/ms drugs (specimen)
35166-8,oleate (c18:1w9) [moles/volume] in serum or plasma
35166-8,[moles/volume] (c18:1w9) oleate in point in time serpl
35166-8,chemistry in (c18:1w9) [moles/volume] oleate serpl
35166-8,oleate serpl-scnc
35166-8,erpl-scnc sr oleate
35166-8,olatesepl-scnc
35166-8,oleate (c18:1w9) [moles/vol]
35166-8,oleate serpl (c18:1w9 [mol/ol]
35166-8,oleate (c18:1w9) [moles/vol]
2611-2,methcoproporphyrin [mass/volume] in serum or plasma
2611-2,pl methcopporphyrin [mass/volume] in ser or plasm
2611-2,methcoproporphyrin [mass/volume] serplas in serum or plas
2611-2,methcopro serpl-mcnc
2611-2,serpl-mcnc methcopro
2611-2,methcopro serpl-mcnc
2611-2,methcoproporphyrin [mass/vol]
2611-2,[mass/vol] methcoproporphyrin
2611-2,methcoproporphyrin [mass/vol]
93149-3,phenx - bone age protocol 220301
93149-3,pt phenx agprtocl one 20301
93149-3,phenx - bone 220301 protocol age
93149-3,phenx bone age protocol
93149-3,px protool age bone
93149-3,bone pan phenx ageprotocol
15488-0,mycoplasma meleagridis ab [presence] in serum by agglutination
15488-0,mycoplasma meleagridis ab [presence] in anti serum by agglutination
15488-0,mycoplasma meleagridis ser ab [presence] ser in by agglutination
15488-0,m meleagridis ab ser ql aggl
15488-0,m meleagridis ab ser ql aggl screen
15488-0,m meleagidis ab ser qlaggl
15488-0,m. meleagridis ab aggl ql (s)
15488-0,m. meleagridis ab aggl ql anti (s)
15488-0,m. meleagridis ab aggl presence (s)
74100-9,nitrate+nitrite [moles/volume] in serum or plasma
74100-9,nitrate+nitrite [moles/volume] in plasma or serum
74100-9,nitrae+nitrie [olesvolume] plasa seru or in
74100-9,nitrate+nitrite serpl-scnc
74100-9,serum or plasma-scnc nitrte+nitrite quant
74100-9,serum or plasma nitrate+nitrite serpl-scnc
74100-9,nitrate+nitrite [moles/vol]
74100-9,pt nitrate+nitrite [moles/vol]
74100-9,[moles/vol] nitrate+nitrite
86330-8,adenovirus b(11) dna [presence] in specimen by naa with probe detection
86330-8,adenovirus b(11) dna adeno virus [presence] in specimen by naa with probe detection
86330-8,adenovirus b(11) dna [presence] in by specimen naa with probe detection
86330-8,adv b(11) dna spec ql naa+probe
86330-8,adv b11) na specql naa+probe
86330-8,adv amplification b(11) dna naa+probe presence spec
86330-8,adenovirus b(11) dna naa+probe ql (specimen)
86330-8,adenoius naaprobe screen b(11)dna ql (specimen)
86330-8,pcr presence b(11) dna na+probe aenovius (specimen)
47819-8,3-hydroxysuberate/creatinine [molar ratio] in urine
47819-8,3-hydroxysuberate/creatinine 3-hydroxy suberate [molar ratio] in urine
47819-8,scrto 3-hydroxysuberate/creatinine [molar ratio] urine in
47819-8,3ohsuberate/creat ur-srto
47819-8,3ohsuberate/creat ur-srto quantitative
47819-8,crea 3hsuberate/creaur-srto
47819-8,3-hydroxysuberate/creatinine (u) [molar ratio]
47819-8,3hydoxysuberate/creatinine (u) molar 3-hydroxyoctanedioic acid ratio]
47819-8,[molar (u) 3-hydroxysuberate/creatinine ratio]
49260-3,cryoglobulin iga and igg and igm [interpretation] in serum narrative
49260-3,cryoglobulin iga and igg immune globulin g and igm [interpretation] in serum narrative
49260-3,impression/interpretation of study crogloblin ia and igg ad ig [inerptationin seru narrative
49260-3,cryoglob iga & igg & igm ser-imp
49260-3,cryoglob iga & igg ser-imp igm &
49260-3,cyolob iga& igg igm & ser-mp
49260-3,cryoglobulin iga and igg and igm nar (s) [interp]
49260-3,cryoglobulin iga and narrative igg and igm nar (s) [interp]
49260-3,cryoglobulin iga and (s) and igm nar report igg [interp]
41453-2,human coronavirus ag [presence] in specimen by immunofluorescence
41453-2,humn oronavius ag [prsence] in specimen by random immunofuoresence
41453-2,human coronavirus ag immunofluorescence in specimen by [presence]
41453-2,hcov ag spec ql if
41453-2,spec ag hcov ql if
41453-2,hcov if spec ql ag
41453-2,hcov ag if ql (specimen)
41453-2,ag hcov if ql (specimen)
41453-2,hov ag l point in time if (specimen)
103834-8,norbuprenorphine [presence] in meconium
103834-8,norbuprenorphine [presence] in meconium
103834-8,norbuprenorphine meconium drug/toxicology in [presence]
103834-8,norbuprenorphine mec ql
103834-8,norbuprenorphine mec ql
103834-8,screen ql mec norbuprenorphine
103834-8,norbuprenorphine ql (mec)
103834-8,norbuprenorphie ql (mec)
103834-8,orbuprenorhine mec) drug/toxicology ql
90813-7,ampar2 ab [presence] in cerebral spinal fluid by cell binding immunofluorescent assay
90813-7,ampar2 ab cerebral in [presence] spinal fluid by cell binding immunofluorescent assay
90813-7,amar2 b [presence] in ceebral sinal spinal fluid lud by cell binding imunofluoescent assay
90813-7,ampar2 ab csf ql cba ifa
90813-7,ampar2 ab ifa ql ca csf
90813-7,apar ab csf ql ampa receptor ba if
90813-7,ampar2 ab cell binding immunofluorescent assay ql (csf)
90813-7,ampar2 ab cell binding glua2 immunofluorescent assay (cerebrospinal fluid) ql
90813-7,aar2 ab cell bindg imunofluorecent asay presence(csf)
42513-2,ige [units/volume] in cerebral spinal fluid
42513-2,ige [units/volume] in cerebral spinal fluid
42513-2,ge [units/volume] n cerebral pinal immunoglobulin e flud
42513-2,ige csf-acnc
42513-2,ige cerebrospinal fluid-acnc neuro
42513-2,csf-acnc ige
42513-2,ige qn (csf)
42513-2,(csf) qn ige
42513-2,(cerebrospinal fluid) qn ige
45081-7,deprecated chlamydia trachomatis rrna [presence] in urethra by dna probe
45081-7,deprecated chlamydia trachomatis rrna [presence] dna urethra by in probe
45081-7,deprecated chlamydia trachoatis ra [presence] i urethra by dna probe
45081-7,deprecated c trach rrna urth ql prb
45081-7,deprecate c trac rna urth ql prb
45081-7,deprecated c tachrrna rth presence prb
45081-7,c. trachomatis rrna probe ql (urethra)
45081-7,trachomatis c. rrna probe ql (urethra)
45081-7,c.trachomais probe rrna presence (rethra) dna probe
7794-1,normocytic/normochromic polychromasia [presence] in blood by light microscopy
7794-1,in polychromasi [presence] normocytic/normochromic bloody light microscoy
7794-1,normocytic/normochromic polychromasia [presence] in blood microscopy light by
7794-1,normocytic/nc polychr bld ql smear
7794-1,normocytic/nc ql bld polychr smear
7794-1,l blood polychr bld nomocytic/nc smea
7794-1,normocytic/normochromic polychromasia lm ql (bld)
7794-1,normocytic/normochromic polchromasia lm l (bd)
7794-1,normocytic/normochromic polychromasia ql lm ql (bld)
16203-2,alprazolam [presence] in urine by confirmatory method
16203-2,alrzolam [presenc] by urin in conirmtory mehod xanax
16203-2,confrmatory presence] i urin by aprazolam method
16203-2,alpraz ur ql cfm
16203-2,alpraz pr cfm ql ur
16203-2,alpraz cfm ql u
16203-2,alprazolam confirm ql (u)
16203-2,alprazolam confirml pr (u
16203-2,niravam ql confirm alprzolm (u)
13699-4,5-hydroxyhexanoate/creatinine [mass ratio] in urine
13699-4,5-hydoxhexanoate/creatinin ratio] [mass in urne random
13699-4,5-hydroxyhxnoatecreatinin in rtio] [as urne
13699-4,5oh-hexanoate/creat ur
13699-4,5oh-hexanoate/creat ur
13699-4,5oh-hexanoate/creat quan r
13699-4,5-hydroxyhexanoate/creatinine (u) [mass ratio]
13699-4,5-hydroxyhexanoate/creatinine (u) [mass 5-hydroxyhexanoic acid ratio]
13699-4,ratio] (u) 5oh-hexanoate [mass 5-hydroxyhexanoate/creatinine
4104-6,acepromazine [mass] of dose
4104-6,random acepromazine [mass] of dose
4104-6,aceromazine veterinary [mass] of dse
4104-6,acepromazine dose
4104-6,dose acepromazine
4104-6,aepromazine dose
4104-6,acepromazine (dose) [mass]
4104-6,(dose)[mass] acepromazine qnt
4104-6,[mass] (dose) acepromazine
44264-0,influenza virus a h5 rna [units/volume] (viral load) in specimen by naa with probe detection
44264-0,influenza vrus a 5ra [units/volume] detecion load) in specimen by na with probe influenza a viral
44264-0,influenza naa a h5 rna [units/volume] (viral load) in specimen by virus quan with probe detection
44264-0,fluav h5 rna spec naa+probe-acnc
44264-0,fua h5rna spec 3sr sr naa+prbe-ac
44264-0,flua fluav spec rna h5 naa+probe-acnc
44264-0,fluav h5 rna naa+probe qn (specimen)
44264-0,naa+probe h5 rna fluav qn (specimen)
44264-0,fluav h5 rna naa+probe qn (specimen) probe with target amplification
55096-2,nocardia sp identified in isolate
55096-2,nocardia sp intified in isolate
55096-2,nocardia isolate identified in sp
55096-2,nocardia islt
55096-2,islt nocardia id
55096-2,islt nocardia
55096-2,nocardia sp identified nom (isol)
55096-2,nocardia s ideniied nom (isol)
55096-2,nocarda sp identity or ql identified om (isol)
90766-7,hedis 2019 value sets
90766-7,edis 2019 value panel sets
90766-7,hedis 2019 value sets
90766-7,hedis 2019 value sets
90766-7,sets 2019 alue hedis pt
90766-7,heis 2019 vaue random sets
90766-7,hedis 2019 value sets
90766-7,hedis 2019 sets value
90766-7,heds 2019 value sets
13611-9,6-beta-hydroxycortisol [mass/time] in 24 hour urine
13611-9,-beta-hdroxycortiso in [mass/te] 24 hour urine
13611-9,6-beta-hydroxycortisol urn [mass/time] in 24 hour urine
13611-9,6b-oh-cortisol 24h ur-mrate
13611-9,24h 6b-oh-cortisol ur-mrate
13611-9,chemistry 6b-oh-cortisol 24h ur-mrate
13611-9,6-beta-hydroxycortisol (24h u) [mass/time]
13611-9,24 hours 6-bet-hydroxcortsol (24h [mass/tim] u)
13611-9,ur 6-beta-hdroxycorisol u)[mss/tm] (24h
53374-5,francisella tularensis ab [presence] in specimen
53374-5,francisella larensis ab [presence] in specimen anti
53374-5,in [presnce francisellaularensisab specmen
53374-5,f tular ab spec ql
53374-5,f infectiousdisease tular ab spec ql
53374-5,f tular ab spec presence
53374-5,f. tularensis ab ql (specimen)
53374-5,f. tuaenss a ql (specimen)
53374-5,f.tlrensis ql ab (specmen)
101727-6,jc virus dna [log units/volume] (viral load) in urine by naa with probe detection
101727-6,jc virus dna detection units/volume] (viral load) in urine by naa with probe [log
101727-6,jcvrusdnlog nts/volume] (viral load) inurine by naa with probe detection
101727-6,jcpyv dna ur naa+probe-log iu
101727-6,3sr sr naa+probe-log da ur jcpyv
101727-6,iu ur naa+probe-log jcpyvdna
101727-6,jc virus dna naa+probe (u) [log units/vol]
101727-6,(u) virus dna naa+probe jc [log units/vol]
101727-6,u) virusdna naa+proe jc naat [log unts/vl]
11060-1,reducing substances [presence] in stool
11060-1,stool substances [presence] ql in reducing
11060-1,reducing substances [presence] in stool
11060-1,reducing subs stl ql
11060-1,reducing subs stl reduc presence
11060-1,reducing stl subs ql
11060-1,reducing substances ql (stl)
11060-1,reducing substances presence (stl) qual
11060-1,reducing substances feces ql (stl)
73828-6,"flunitrazepam [mass/volume] in serum, plasma or blood"
73828-6,"blood [mass/volume] in serum, plasma or flunitrazepam"
73828-6,"or mass/volume] in srum, plasma lunitraepam bld"
73828-6,flunitrazepam serplbld-mcnc
73828-6,flnitrazepam serplbld-mcnc
73828-6,serplbld-mcnc flunitrazepam
73828-6,flunitrazepam (s/p/bld) [mass/vol]
73828-6,flunitrazepam darkene (s/p/bld) [mass/vol]
73828-6,flunitrzepam (s/p/bld) pl [mass/vol]
22424-6,mycoplasma meleagridis ab [presence] in serum
22424-6,mycoplama ab meleagridis [presec] n serum
22424-6,ab meleagridis mycoplasma [presence] in serum
22424-6,m meleagridis ab ser ql
22424-6,m meleagridis serum ab infectiousdisease ql
22424-6,ql meleagridis ab ser m
22424-6,m. meleagridis ab ql (s)
22424-6,(s) melagridis aby ab ql m.
22424-6,m. melagriisb presence (s)
18465-5,3-hydroxyoleoylcarnitine (c18:1-oh) [mass/volume] in serum or plasma
18465-5,3-hydroxyoleoylcarnitine c18:1-oh (c18:1-oh) [mass/volume] or ser in plasma
18465-5,iii 3-hydroxyoleoylcarnitine (c18:1-oh) [mass/volume] in serum or plasma
18465-5,3oh-oleoylcarn serpl-mcnc
18465-5,srplmcnc 3h-oleoylarn
18465-5,serpl-mcnc quantitative 3oh-oleoylcarn
18465-5,c18:1-oh [mass/vol]
18465-5,c18:1-oh pl [mass/vol]
18465-5,[mass/vol] c18:1-oh
53171-5,3-hydroxyisovalerylcarnitine (c5-oh)/carnitine.free (c0) [molar ratio] in dbs
53171-5,3-hydroxyisovalerylcarnitine (c5-oh)/carnitine.free (c0) whole blood [molar ratio] in dbs
53171-5,db (c0) substance concentration ratio [molar rto] i 3-hdroxyisovalerylcarnitn5oh)carnitin.free
53171-5,3oh-isovalerylcarn/c0 dbs-srto
53171-5,dbs-srto 3oh-isvalerylcrn/c0
53171-5,scrto 3oh-isovalerylcarn/c0 dbs-srto
53171-5,3-hydroxyisovalerylcarnitine (c5-oh)/carnitine.free (c0) (dbs) [molar ratio]
53171-5,ratio] 3-hydroxyisovalrylcrnitiec5-h)/carnitine.re(c0)(dbs)mola
53171-5,(dbs) (c5-oh)/carnitine.free (c0) 3-hydroxyisovalerylcarnitine [molar 3-hydroxy-isovalerylcarnitine ratio]
101528-8,mycoplasma sp dna [identifier] in isolate by sequencing
101528-8,sequencing sp random dna [identifier] in isolate by mycoplasma
101528-8,ycoplasma sp spp na [dentifier] in islate by equencing
101528-8,mycoplasma dna islt seq
101528-8,islt dna mycoplasma seq
101528-8,mycoplasma dna islt islt seq
101528-8,mycoplasma sp dna sequencing nom (isol)
101528-8,(isol) sp dna sequencing nom mycoplasma
101528-8,mycoplasma s dna random squencingnom (isol)
22078-0,acanthamoeba sp ab [presence] in cerebral spinal fluid
22078-0,acaamoeba sp ab [presence]in cerebral fluid spinal
22078-0,acanthamoeba abs sp ab [preence] in erebral sinal fluid
22078-0,acanthamoeba ab csf ql
22078-0,ab acanthamoeba csf ql
22078-0,ql abcsf acanthamoea
22078-0,acanthamoeba sp ab ql (csf)
22078-0,aanthamoeba sp ql ab (csf)
22078-0,acanthamoeba sp ab ql (csf)
25964-8,normetanephrine [moles/volume] in 24 hour urine
25964-8,normetaephrine normeta [molesvle] in 24 hr urine
25964-8,in [moles/volume] normetanephrine 24 normeta hour urine
25964-8,normetanephrine 24h ur-scnc
25964-8,normetanephrine level 24h ur-scnc
25964-8,1 day normetanephrine 24h ur-scnc
25964-8,normetanephrine (24h u) [moles/vol]
25964-8,normetanephrine (24h u) [moles/vol]
25964-8,[moles/vol] (24h u) normetanephrine
75360-8,date of supracervical hysterectomy
75360-8,hysterectomy qnt of supracervical date
75360-8,date of supracervical hysterectomy qnt
75360-8,date supracervical hyst
75360-8,date random supracervical hyt
75360-8,date partial hyst supracervical
13879-2,collagen type 2 igg ab [units/volume] in serum
13879-2,collagen type 2 igg ab serum in [units/volume]
13879-2,type collagen 2 igg ab [units/volume] in serum
13879-2,collagen2 igg ser-acnc
13879-2,ollagen2 ser-acc igg abs
13879-2,collagen2 ser-acnc igg
13879-2,collagen type 2 igg qn (s)
13879-2,cllaen type 2ig qn (s)
13879-2,ollgen ype serology 2 igg qn (s)
26454-9,erythrocytes [#/volume] in cerebral spinal fluid
26454-9,erythrcytes [#/vlume]in spinal erebra fluid
26454-9,erythroyes [#/olmin cerebal spinal fluid
26454-9,rbc # csf
26454-9,absolutes rbc # cs
26454-9,rbc cerebrospinal fluid #
26454-9,rbc (csf) [#/vol]
26454-9,rbc /vol] (cs)
26454-9,erthrocyte rbc [#/vol] (cerebrospinal fluid)
27147-8,deprecated streptococcus pneumoniae 19 ab [mass/volume] in serum --2nd specimen
27147-8,deprecated streptococcus pneumoniae 19 ab [mass/volume] in serum --2nd specimen
27147-8,deprecated streptococcus 19 pneumoniae ab [mass/volume] in serum --2nd specimen
27147-8,deprecated s pneum19 ab sp2 ser-mcnc
27147-8,pneumococcus deprecated s sp2 ab pneum19 ser-mcnc
27147-8,deprecated pneum9 sp2 b ser-mcnc
27147-8,s. pneumoniae 19 ab spec 2 (s) [mass/vol]
27147-8,s. pneumoniae 19 ab spec 2 (s) [mass/vol]
27147-8,s. pneumoniae 19 ab [mass/vol] 2 (s) spec
62768-7,deprecated phenx measure - global mental status screener
62768-7,screene phenx masre - globl metalstatus depreated
62768-7,deprecated phenx measure - global mental status screener
18452-3,decanoylcarnitine (c10) [mass/volume] in serum or plasma
18452-3,decanoylcarnitine (c1) srum in serp [mass/vlme] or plama
18452-3,decanoylcarnitine (c10) random or in serum [mass/volume] plas
18452-3,decanoylcarn serpl-mcnc
18452-3,serpmcnc deanylcarn
18452-3,serpl-mcnc decnoycr
18452-3,c10 [mass/vol]
18452-3,[mass/vol] c10
18452-3,[mass/vol] c10
1873-9,apolipoprotein b-48 [mass/volume] in serum or plasma
1873-9,apolipoprotein b-48 [mas/volume] i ser or plasma
1873-9,apolipoprotein quant -48 [mass/volume] in erumor plasma
1873-9,apo b48 serpl-mcnc
1873-9,serpl-mcnc 48 apo
1873-9,apo serpl-mcnc b48
1873-9,apolipoprotein b-48 [mass/vol]
1873-9,b-48 apolioproten mas/vol]
1873-9,[mass/vol] apolpoproteib48
22120-0,borrelia burgdorferi ab [units/volume] in body fluid
22120-0,brrlia burgdorferi ab fluid n body [units/volume]
22120-0,n burgdorferi ab units/vlume] borrelia b burg bdy flud
22120-0,b burgdor ab fld-acnc
22120-0,b bodies ab burgdor fld-acnc
22120-0,b fld-acnc ab burgdor pt
22120-0,b. burgdorferi ab qn (body fld)
22120-0,b. burgdorferi antby ab qn (body fld)
22120-0,(body burgdorferi ab qn b. fld)
46105-3,problem conditions set
46105-3,conditions problem set
46105-3,set conditions problem pnl
35231-0,triiodothyronine (t3) [mass or moles/volume] in serum or plasma
35231-0,in (t3) [mass or moles/volume] triiodothyronine serum or plasma
35231-0,ser or plasma triiodothyronine (t3) [mass or moles/volume] in ser or plasma
35231-0,t3 serpl-mscnc
35231-0,t3 serpl-mscnc
35231-0,srl-mscn t3
35231-0,t3 [mass or moles/vol]
35231-0,t3 serp [mass or mole/vol]
35231-0,[mass t3 or moles/vol]
68381-3,ph of synovial fluid by test strip
68381-3,ph of strip fluid by test synovial
68381-3,ph testsrp sovial fluid by of
68381-3,ph snv strip
68381-3,joint aspirate ph snv srip
68381-3,ph snv strip sf
68381-3,ph test strip (syn fld)
